sample_number,frame_number,dance_name,landmark_0_x,landmark_0_y,landmark_0_z,landmark_0_visibility,landmark_1_x,landmark_1_y,landmark_1_z,landmark_1_visibility,landmark_2_x,landmark_2_y,landmark_2_z,landmark_2_visibility,landmark_3_x,landmark_3_y,landmark_3_z,landmark_3_visibility,landmark_4_x,landmark_4_y,landmark_4_z,landmark_4_visibility,landmark_5_x,landmark_5_y,landmark_5_z,landmark_5_visibility,landmark_6_x,landmark_6_y,landmark_6_z,landmark_6_visibility,landmark_7_x,landmark_7_y,landmark_7_z,landmark_7_visibility,landmark_8_x,landmark_8_y,landmark_8_z,landmark_8_visibility,landmark_9_x,landmark_9_y,landmark_9_z,landmark_9_visibility,landmark_10_x,landmark_10_y,landmark_10_z,landmark_10_visibility,landmark_11_x,landmark_11_y,landmark_11_z,landmark_11_visibility,landmark_12_x,landmark_12_y,landmark_12_z,landmark_12_visibility,landmark_13_x,landmark_13_y,landmark_13_z,landmark_13_visibility,landmark_14_x,landmark_14_y,landmark_14_z,landmark_14_visibility,landmark_15_x,landmark_15_y,landmark_15_z,landmark_15_visibility,landmark_16_x,landmark_16_y,landmark_16_z,landmark_16_visibility,landmark_17_x,landmark_17_y,landmark_17_z,landmark_17_visibility,landmark_18_x,landmark_18_y,landmark_18_z,landmark_18_visibility,landmark_19_x,landmark_19_y,landmark_19_z,landmark_19_visibility,landmark_20_x,landmark_20_y,landmark_20_z,landmark_20_visibility,landmark_21_x,landmark_21_y,landmark_21_z,landmark_21_visibility,landmark_22_x,landmark_22_y,landmark_22_z,landmark_22_visibility,landmark_23_x,landmark_23_y,landmark_23_z,landmark_23_visibility,landmark_24_x,landmark_24_y,landmark_24_z,landmark_24_visibility,landmark_25_x,landmark_25_y,landmark_25_z,landmark_25_visibility,landmark_26_x,landmark_26_y,landmark_26_z,landmark_26_visibility,landmark_27_x,landmark_27_y,landmark_27_z,landmark_27_visibility,landmark_28_x,landmark_28_y,landmark_28_z,landmark_28_visibility,landmark_29_x,landmark_29_y,landmark_29_z,landmark_29_visibility,landmark_30_x,landmark_30_y,landmark_30_z,landmark_30_visibility,landmark_31_x,landmark_31_y,landmark_31_z,landmark_31_visibility,landmark_32_x,landmark_32_y,landmark_32_z,landmark_32_visibility
1,1,Default.mp4,0.5096449255943298,0.16793054342269897,-0.4717653691768646,0.9999924898147583,0.5199958086013794,0.15701663494110107,-0.4492499530315399,0.999963641166687,0.5255021452903748,0.15745970606803894,-0.4492759704589844,0.9999682903289795,0.5311709046363831,0.157799631357193,-0.4492180347442627,0.999969482421875,0.5044910907745361,0.1564425230026245,-0.435955673456192,0.9999632835388184,0.4996357858181,0.15658563375473022,-0.43594223260879517,0.9999563694000244,0.4947877526283264,0.15654867887496948,-0.43588218092918396,0.999945878982544,0.5390060544013977,0.16513532400131226,-0.28981319069862366,0.9999527931213379,0.49016228318214417,0.16282859444618225,-0.2260739803314209,0.9998441934585571,0.5201467275619507,0.18404704332351685,-0.41135311126708984,0.9999823570251465,0.4995776116847992,0.18368318676948547,-0.39315536618232727,0.9999649524688721,0.6008068919181824,0.2524295449256897,-0.2355388104915619,0.9999901056289673,0.4498384892940521,0.26622480154037476,-0.02987637370824814,0.9998792409896851,0.6618686318397522,0.3696652054786682,-0.21138113737106323,0.9986644983291626,0.4262000322341919,0.37954169511795044,0.09368728846311569,0.909308671951294,0.6794644594192505,0.49022147059440613,-0.3804658353328705,0.9954075217247009,0.38527053594589233,0.4730995297431946,-0.05906350165605545,0.9547616243362427,0.6871591806411743,0.5261163115501404,-0.43479135632514954,0.987058699131012,0.3674332797527313,0.5116530656814575,-0.10058464854955673,0.9159345030784607,0.6704844236373901,0.5277299284934998,-0.49101442098617554,0.9877211451530457,0.3694385290145874,0.5134860873222351,-0.17015910148620605,0.9205597639083862,0.6624281406402588,0.5148633718490601,-0.4044578969478607,0.9841800928115845,0.3791019916534424,0.500267744064331,-0.09281295537948608,0.9125773310661316,0.5652783513069153,0.5022860765457153,-0.07610390335321426,0.9998466968536377,0.47264283895492554,0.5002731084823608,0.07608584314584732,0.9997636675834656,0.5928418040275574,0.6810088157653809,-0.19691966474056244,0.9960837364196777,0.4334152340888977,0.6630255579948425,0.08932294696569443,0.9922778606414795,0.6241989135742188,0.8614514470100403,-0.0847906693816185,0.9957374334335327,0.4521673917770386,0.8223701119422913,0.4180341362953186,0.9920176267623901,0.6262179613113403,0.8820993900299072,-0.09089862555265427,0.9000822305679321,0.475574254989624,0.8504497408866882,0.4366290271282196,0.9469590187072754,0.6145039200782776,0.9313954710960388,-0.3557143807411194,0.9913243055343628,0.38715147972106934,0.8728164434432983,0.26604413986206055,0.9877106547355652
1,2,Default.mp4,0.5186275243759155,0.16888663172721863,-0.4481326639652252,0.999993085861206,0.5272988677024841,0.15700651705265045,-0.42354145646095276,0.9999663829803467,0.5327336192131042,0.1574278473854065,-0.4235842823982239,0.9999706745147705,0.5375259518623352,0.15772828459739685,-0.4235592782497406,0.9999717473983765,0.5115522742271423,0.15644574165344238,-0.4163685739040375,0.9999661445617676,0.506192147731781,0.15657982230186462,-0.4163382947444916,0.9999597668647766,0.5012007355690002,0.1565389484167099,-0.41625022888183594,0.999950110912323,0.5462755560874939,0.1651337891817093,-0.25089091062545776,0.999956488609314,0.4936636686325073,0.1633022576570511,-0.213836207985878,0.9998572468757629,0.5293934941291809,0.1846676915884018,-0.3813488185405731,0.9999837875366211,0.508703351020813,0.18414072692394257,-0.370881050825119,0.9999678134918213,0.6049271821975708,0.25192368030548096,-0.1789984554052353,0.9999909400939941,0.4499044716358185,0.2640375792980194,-0.027360016480088234,0.9998878836631775,0.6888146996498108,0.3523055613040924,-0.16121020913124084,0.9987342953681946,0.4222109019756317,0.37194520235061646,0.07090864330530167,0.9148158431053162,0.7185248136520386,0.45401090383529663,-0.37761548161506653,0.9956634640693665,0.375907301902771,0.45185109972953796,-0.13607124984264374,0.9580289721488953,0.7248052358627319,0.4911426305770874,-0.4346555173397064,0.9877513647079468,0.36083149909973145,0.4837786555290222,-0.19150806963443756,0.9218528866767883,0.7068167924880981,0.4899515211582184,-0.4915938973426819,0.9883850812911987,0.363909512758255,0.48093241453170776,-0.2637532353401184,0.9262430667877197,0.7007833123207092,0.4767416715621948,-0.40336617827415466,0.9850195646286011,0.37207818031311035,0.46920883655548096,-0.17201733589172363,0.9186524748802185,0.5679113864898682,0.503206729888916,-0.0747300535440445,0.9998558759689331,0.47682151198387146,0.5023846626281738,0.07471942901611328,0.9997708797454834,0.5903086066246033,0.6817898154258728,-0.19683833420276642,0.9962888956069946,0.43472978472709656,0.6637609601020813,0.11369045078754425,0.9923697113990784,0.6237038969993591,0.868050754070282,-0.11631137877702713,0.9959421157836914,0.46016404032707214,0.8159290552139282,0.4302658438682556,0.9920733571052551,0.6252343058586121,0.8894023299217224,-0.12698668241500854,0.9019110202789307,0.4826842248439789,0.8442785143852234,0.4470408260822296,0.9471960663795471,0.6063811779022217,0.9355828762054443,-0.3996466398239136,0.9917516708374023,0.39914456009864807,0.8711721897125244,0.2803952991962433,0.9880513548851013
1,3,Default.mp4,0.5252892374992371,0.17417918145656586,-0.26199865341186523,0.9999937415122986,0.53275066614151,0.16043291985988617,-0.22580663859844208,0.9999695420265198,0.537544846534729,0.1604372262954712,-0.22589819133281708,0.9999734163284302,0.5418425798416138,0.16047446429729462,-0.2259306162595749,0.9999743700027466,0.5168406367301941,0.1599123179912567,-0.2251794934272766,0.9999693632125854,0.5109311938285828,0.15990670025348663,-0.22519032657146454,0.9999635815620422,0.505402147769928,0.1598350554704666,-0.22498704493045807,0.999954879283905,0.55045485496521,0.16735424101352692,-0.01541889738291502,0.9999606609344482,0.49517056345939636,0.16740752756595612,-0.00895704235881567,0.9998711347579956,0.5365469455718994,0.18987548351287842,-0.18356472253799438,0.9999852776527405,0.5152196288108826,0.188582181930542,-0.18150319159030914,0.9999708533287048,0.6085725426673889,0.25196677446365356,0.03608900308609009,0.999991774559021,0.4477240741252899,0.2633928060531616,0.15328630805015564,0.9998953938484192,0.6962639093399048,0.3312045931816101,-0.08838889002799988,0.9987325668334961,0.40745729207992554,0.3667004406452179,0.04156384989619255,0.921565055847168,0.7404081225395203,0.36836332082748413,-0.46290284395217896,0.9958906173706055,0.35070306062698364,0.3903992176055908,-0.42035067081451416,0.9618969559669495,0.7679382562637329,0.4071698486804962,-0.5536689758300781,0.9884793162345886,0.3350227177143097,0.39722201228141785,-0.5129249691963196,0.9290280938148499,0.7515844106674194,0.40367069840431213,-0.5998086333274841,0.9890905022621155,0.3389018774032593,0.38701608777046204,-0.5595740675926208,0.9330453872680664,0.7367507219314575,0.3888753652572632,-0.4913453459739685,0.9859107732772827,0.34579795598983765,0.38412025570869446,-0.45300617814064026,0.9260560274124146,0.568934440612793,0.5035853981971741,-0.07817016541957855,0.9998680949211121,0.4791615903377533,0.5038198828697205,0.07832983136177063,0.9997838735580444,0.5866339206695557,0.6821373105049133,-0.3032231032848358,0.9965153336524963,0.4353440999984741,0.6628769040107727,0.12289603054523468,0.9916239976882935,0.6177008748054504,0.8725202083587646,-0.24765436351299286,0.9961302876472473,0.4727381765842438,0.8070363402366638,0.498025506734848,0.9910109043121338,0.6223634481430054,0.8964511156082153,-0.2587062418460846,0.9033105969429016,0.4930591881275177,0.833158552646637,0.5220631957054138,0.9451022744178772,0.5886728167533875,0.9404646754264832,-0.5383886694908142,0.9922006130218506,0.41468364000320435,0.8653877377510071,0.36498045921325684,0.9875391721725464
1,4,Default.mp4,0.5273784399032593,0.18382683396339417,-0.44829174876213074,0.9999926090240479,0.5340685844421387,0.16904966533184052,-0.419411301612854,0.999968409538269,0.5389807224273682,0.16870896518230438,-0.4196135401725769,0.9999722838401794,0.5430227518081665,0.1681283563375473,-0.4198020398616791,0.9999721646308899,0.5179979801177979,0.16920718550682068,-0.42003998160362244,0.9999675750732422,0.5115957856178284,0.169045552611351,-0.42014920711517334,0.9999610781669617,0.5057190656661987,0.16910302639007568,-0.4200839102268219,0.9999521374702454,0.5513163208961487,0.1720714122056961,-0.13069964945316315,0.9999600052833557,0.49503710865974426,0.1743706315755844,-0.17646931111812592,0.9998741149902344,0.5385874509811401,0.19958706200122833,-0.34971845149993896,0.9999854564666748,0.5172933340072632,0.1993313580751419,-0.35125526785850525,0.9999712705612183,0.6108901500701904,0.25467783212661743,-0.0975378006696701,0.9999921321868896,0.4443412125110626,0.26404911279678345,0.024639729410409927,0.9998977780342102,0.6901974081993103,0.33625465631484985,-0.25847700238227844,0.9982642531394958,0.392528235912323,0.3733203113079071,-0.18728557229042053,0.9287018179893494,0.7363250851631165,0.36393898725509644,-0.7239236235618591,0.9955623149871826,0.341280996799469,0.33164888620376587,-0.7048727869987488,0.965575098991394,0.7676584124565125,0.3678339719772339,-0.8103267550468445,0.9882521033287048,0.31643861532211304,0.3058883845806122,-0.7981056571006775,0.935798704624176,0.7635189890861511,0.360432893037796,-0.8521685004234314,0.9889118671417236,0.32389727234840393,0.2926154136657715,-0.8209139108657837,0.9394318461418152,0.7482504844665527,0.3603024482727051,-0.7517156600952148,0.9855831861495972,0.3343263864517212,0.298850953578949,-0.7278077006340027,0.9329950213432312,0.5684956312179565,0.5077118873596191,-0.07664269208908081,0.9998781085014343,0.47902944684028625,0.5079212188720703,0.07693050801753998,0.9997825622558594,0.5817978978157043,0.6836023926734924,-0.4212869703769684,0.996712327003479,0.436017245054245,0.6650487780570984,0.2584454119205475,0.9893496632575989,0.6149194836616516,0.8737140893936157,-0.376049667596817,0.9963207840919495,0.4746463894844055,0.7993680834770203,0.7939885854721069,0.9864935278892517,0.6201536655426025,0.8988330364227295,-0.3872779309749603,0.9034812450408936,0.4937044084072113,0.8238165378570557,0.8360045552253723,0.937694251537323,0.5842544436454773,0.9434757828712463,-0.6862426996231079,0.9925769567489624,0.42030069231987,0.8609589338302612,0.6801255941390991,0.9850119352340698
1,5,Default.mp4,0.5259408354759216,0.19096362590789795,-0.6704205870628357,0.999983549118042,0.5332321524620056,0.1748974621295929,-0.6403833031654358,0.9999532103538513,0.5384625792503357,0.17454291880130768,-0.6404489874839783,0.999957799911499,0.5427997708320618,0.17412768304347992,-0.6405672430992126,0.9999545812606812,0.5171277523040771,0.1757330447435379,-0.6425504684448242,0.99994957447052,0.5109062790870667,0.1760120987892151,-0.642662525177002,0.999942421913147,0.5051599740982056,0.17670956254005432,-0.6427473425865173,0.9999309182167053,0.551003634929657,0.17940941452980042,-0.4027702212333679,0.9999368190765381,0.49494126439094543,0.18337929248809814,-0.40869832038879395,0.999857485294342,0.5371957421302795,0.20672005414962769,-0.5772220492362976,0.9999818801879883,0.5158325433731079,0.20828071236610413,-0.5788758993148804,0.9999657869338989,0.6104026436805725,0.2694770097732544,-0.2474246770143509,0.9999881386756897,0.44065460562705994,0.27020931243896484,-0.2289082556962967,0.9998889565467834,0.6570760607719421,0.38266855478286743,-0.4544869065284729,0.9937662482261658,0.4075956344604492,0.3926141560077667,-0.41044145822525024,0.9326622486114502,0.6409508585929871,0.36695051193237305,-0.9289513230323792,0.9853237867355347,0.457722008228302,0.3695409595966339,-0.8385652899742126,0.966553807258606,0.6519804000854492,0.371297150850296,-1.0264544486999512,0.9753836393356323,0.47772836685180664,0.3683933615684509,-0.9303423166275024,0.9377003908157349,0.636999249458313,0.3459659814834595,-1.0375456809997559,0.9755029678344727,0.48134276270866394,0.3518255650997162,-0.9408273100852966,0.9407616853713989,0.6315824389457703,0.3488287627696991,-0.9437551498413086,0.9669144749641418,0.4818545877933502,0.35262706875801086,-0.8510360717773438,0.9326627254486084,0.5685856938362122,0.5154152512550354,-0.06658922880887985,0.9998794198036194,0.47863003611564636,0.5167373418807983,0.0667881891131401,0.9997584223747253,0.5805933475494385,0.6872963905334473,-0.3260854482650757,0.9969047904014587,0.43646758794784546,0.6702735424041748,0.2713513672351837,0.9893057942390442,0.6135241389274597,0.8732854127883911,-0.13317352533340454,0.9965304136276245,0.4766152501106262,0.7977490425109863,0.8679285645484924,0.9857272505760193,0.6195465922355652,0.8975117802619934,-0.1287505328655243,0.9008758664131165,0.49502554535865784,0.8214118480682373,0.9158762097358704,0.9344374537467957,0.5844091773033142,0.9440911412239075,-0.48083943128585815,0.9929002523422241,0.42443129420280457,0.859713613986969,0.7305640578269958,0.9847647547721863
1,6,Default.mp4,0.5276443958282471,0.1918841451406479,-0.6377241611480713,0.9999769330024719,0.5355565547943115,0.17701394855976105,-0.6105425357818604,0.9999433159828186,0.5409759283065796,0.17685666680335999,-0.6105738282203674,0.9999484419822693,0.5460766553878784,0.17667542397975922,-0.6106519103050232,0.9999454021453857,0.5189986228942871,0.1781531572341919,-0.6060262322425842,0.9999366998672485,0.5128426551818848,0.1788659244775772,-0.6061123609542847,0.9999270439147949,0.5071653127670288,0.17989078164100647,-0.6061842441558838,0.999914824962616,0.5556104779243469,0.1845843493938446,-0.3984861373901367,0.9999246597290039,0.4987441897392273,0.18888922035694122,-0.3703124225139618,0.9998313188552856,0.5399471521377563,0.2086089849472046,-0.5539052486419678,0.9999786615371704,0.5178471207618713,0.20986410975456238,-0.5465604066848755,0.9999569654464722,0.6151106357574463,0.2800436317920685,-0.2741946876049042,0.9999833703041077,0.44355759024620056,0.27848395705223083,-0.18034030497074127,0.9998670220375061,0.6521643996238708,0.4094189703464508,-0.48663848638534546,0.9925220608711243,0.435330867767334,0.4094861149787903,-0.33742234110832214,0.9324383735656738,0.5822519659996033,0.3649607002735138,-0.8965763449668884,0.9812119007110596,0.48854976892471313,0.3665791451931,-0.7409843802452087,0.9646539688110352,0.5668665766716003,0.34858864545822144,-0.9820781350135803,0.9680381417274475,0.5058264136314392,0.3513537645339966,-0.8226158618927002,0.9343870282173157,0.5664950013160706,0.33332401514053345,-0.972822904586792,0.9673684239387512,0.49439141154289246,0.3295022249221802,-0.8303495645523071,0.9362990856170654,0.5706198811531067,0.33654770255088806,-0.8992253541946411,0.9542098641395569,0.4961152672767639,0.3354530334472656,-0.7529125213623047,0.9253233075141907,0.5716181993484497,0.5206415057182312,-0.06932186335325241,0.9998790621757507,0.4812965989112854,0.5223261713981628,0.0693972185254097,0.9997373819351196,0.5795479416847229,0.6902906894683838,-0.26119834184646606,0.997086226940155,0.44343334436416626,0.6791861653327942,0.29499396681785583,0.989316463470459,0.6130706667900085,0.8740460872650146,-0.0578322634100914,0.9967184066772461,0.4785884916782379,0.7977331280708313,0.8682920336723328,0.984878659248352,0.6194975972175598,0.8974884152412415,-0.05606115609407425,0.8990616202354431,0.4969205856323242,0.82085120677948,0.9146508574485779,0.9308027029037476,0.5840715765953064,0.9445176124572754,-0.37449944019317627,0.9931971430778503,0.42975690960884094,0.8603054285049438,0.7443482875823975,0.9843008518218994
1,7,Default.mp4,0.5344489812850952,0.19607892632484436,-0.7223722338676453,0.9999626278877258,0.5403000712394714,0.18153397738933563,-0.6963735222816467,0.9999187588691711,0.545562207698822,0.18109679222106934,-0.6964053511619568,0.999920666217804,0.5510281920433044,0.1807122826576233,-0.6965423822402954,0.9999125003814697,0.5240905284881592,0.1833306849002838,-0.6936056613922119,0.9999176859855652,0.5181624889373779,0.1843530237674713,-0.6937389373779297,0.9999067187309265,0.5121311545372009,0.1858079582452774,-0.6938245296478271,0.9998934268951416,0.5597481727600098,0.18795771896839142,-0.48176243901252747,0.9998617172241211,0.5036508440971375,0.19463641941547394,-0.4579868018627167,0.9998084902763367,0.5467739105224609,0.2115003615617752,-0.6350324153900146,0.9999723434448242,0.5258681178092957,0.21434925496578217,-0.6288838386535645,0.9999459385871887,0.624651312828064,0.277949720621109,-0.34049052000045776,0.9999801516532898,0.4510720372200012,0.2820838391780853,-0.2848544120788574,0.9998639822006226,0.6715615391731262,0.39939990639686584,-0.6036579012870789,0.9921060800552368,0.43232905864715576,0.4161284863948822,-0.49145615100860596,0.9382756352424622,0.5828332304954529,0.350639671087265,-1.021700382232666,0.9748609662055969,0.514799952507019,0.3764215111732483,-0.8537498712539673,0.9663723111152649,0.5592626929283142,0.33108237385749817,-1.1151045560836792,0.9561143517494202,0.5348828434944153,0.3597559928894043,-0.9319924712181091,0.9360610246658325,0.553790271282196,0.32137367129325867,-1.07607901096344,0.9537627696990967,0.530695915222168,0.34314170479774475,-0.9182482361793518,0.9371201395988464,0.5574602484703064,0.324619323015213,-1.0134313106536865,0.9330379366874695,0.5258800983428955,0.3484296500682831,-0.852913498878479,0.9237490892410278,0.5883878469467163,0.5235045552253723,-0.07907843589782715,0.9998871684074402,0.494506299495697,0.5249168872833252,0.0790848359465599,0.9997178912162781,0.5800654292106628,0.6915922164916992,-0.4515397250652313,0.9972200393676758,0.46517136693000793,0.6846688389778137,0.4464973211288452,0.9829204678535461,0.612332284450531,0.8742517828941345,-0.28576233983039856,0.9968719482421875,0.4781056344509125,0.7900323271751404,1.1415029764175415,0.97612065076828,0.6196027994155884,0.898818850517273,-0.2851172685623169,0.8923172354698181,0.49602746963500977,0.8078266978263855,1.2020658254623413,0.9132422208786011,0.5819739699363708,0.9454358220100403,-0.6087035536766052,0.9933441877365112,0.4368096590042114,0.8568718433380127,1.0381348133087158,0.9798409938812256
1,8,Default.mp4,0.5231181383132935,0.1976141631603241,-0.6936430335044861,0.9999613165855408,0.5270981788635254,0.1828671097755432,-0.6196818351745605,0.9999203085899353,0.5329582095146179,0.1816839724779129,-0.6197370290756226,0.9999200701713562,0.5389604568481445,0.18057401478290558,-0.6197942495346069,0.99991375207901,0.5112655758857727,0.1869586557149887,-0.6472101807594299,0.9999189376831055,0.5061011910438538,0.18867294490337372,-0.6473411917686462,0.9999050498008728,0.5014340281486511,0.1906835436820984,-0.6476384997367859,0.9998937249183655,0.5528666973114014,0.18674148619174957,-0.3890005350112915,0.9998629093170166,0.498862087726593,0.19893528521060944,-0.3018353283405304,0.9998135566711426,0.5401144623756409,0.21150030195713043,-0.630488932132721,0.9999730587005615,0.5197912454605103,0.21626469492912292,-0.5151198506355286,0.9999468326568604,0.6221198439598083,0.2593308985233307,-0.2842836380004883,0.9999802708625793,0.46067431569099426,0.28162631392478943,-0.18216587603092194,0.9998607039451599,0.6738326549530029,0.2891234755516052,-0.639835000038147,0.9921013116836548,0.39610394835472107,0.3477017283439636,-0.3875444531440735,0.9429399371147156,0.5960167050361633,0.27009308338165283,-1.0449923276901245,0.9745601415634155,0.4112028479576111,0.3309650719165802,-0.8839960694313049,0.9673451781272888,0.5751205086708069,0.2645210921764374,-1.1369379758834839,0.9552968144416809,0.4141308069229126,0.32729682326316833,-0.9724704027175903,0.9366265535354614,0.5585997104644775,0.25987210869789124,-1.1094660758972168,0.9524511694908142,0.45815157890319824,0.308993399143219,-0.9648001790046692,0.937056303024292,0.5626636743545532,0.2648463249206543,-1.0412201881408691,0.9297459721565247,0.43621811270713806,0.3141171932220459,-0.8942351937294006,0.923529863357544,0.6035562753677368,0.5190884470939636,-0.08231424540281296,0.9998976588249207,0.5124300718307495,0.5195061564445496,0.08232302218675613,0.99973464012146,0.6046174168586731,0.6915534734725952,-0.3557860255241394,0.9973819255828857,0.48152199387550354,0.6644710302352905,0.4776332676410675,0.9809566736221313,0.6130279302597046,0.8768424987792969,-0.27098867297172546,0.9970459342002869,0.4768269956111908,0.7475526332855225,1.1513162851333618,0.9689911007881165,0.6194198131561279,0.9007832407951355,-0.2800629734992981,0.8934656977653503,0.48565927147865295,0.7576833367347717,1.2124087810516357,0.8992771506309509,0.5826360583305359,0.94532310962677,-0.5856859683990479,0.993671715259552,0.43426430225372314,0.8212053179740906,1.0869520902633667,0.9768612384796143
1,9,Default.mp4,0.5081972479820251,0.21753031015396118,-0.6108991503715515,0.9999619126319885,0.5099260210990906,0.20066064596176147,-0.5667017102241516,0.9999247193336487,0.5155426263809204,0.1988823562860489,-0.5667438507080078,0.9999221563339233,0.5216277241706848,0.19714029133319855,-0.5667864680290222,0.9999170303344727,0.49609267711639404,0.20544518530368805,-0.5699485540390015,0.9999237656593323,0.4917480945587158,0.2071022093296051,-0.569968581199646,0.9999096989631653,0.4873664379119873,0.20890140533447266,-0.5700036883354187,0.9999008774757385,0.5385045409202576,0.19821511209011078,-0.3791171610355377,0.9998663067817688,0.48919257521629333,0.2133062183856964,-0.3012228310108185,0.9998296499252319,0.5302222967147827,0.2293761968612671,-0.5351225137710571,0.9999745488166809,0.5079354643821716,0.23413798213005066,-0.48888787627220154,0.9999502897262573,0.6217045187950134,0.25600573420524597,-0.3158804774284363,0.9999766945838928,0.4596947431564331,0.2868184745311737,-0.21045498549938202,0.9998709559440613,0.6400464177131653,0.22563451528549194,-0.7858598232269287,0.9882656335830688,0.3600136339664459,0.32704007625579834,-0.5937579870223999,0.9484713077545166,0.5708641409873962,0.19559340178966522,-1.2254035472869873,0.9660535454750061,0.31489694118499756,0.278346449136734,-1.0825430154800415,0.9701647162437439,0.5289686322212219,0.19688045978546143,-1.326696515083313,0.9443539977073669,0.312574565410614,0.2591327130794525,-1.179073452949524,0.9416419267654419,0.5241457223892212,0.20318041741847992,-1.2940469980239868,0.9400599598884583,0.3277400732040405,0.23992638289928436,-1.1672898530960083,0.9418976306915283,0.5436102747917175,0.1999482661485672,-1.226926326751709,0.9151169061660767,0.3293103277683258,0.24710026383399963,-1.0931864976882935,0.9294341802597046,0.6163939833641052,0.5198419094085693,-0.05208522081375122,0.9999071955680847,0.518879771232605,0.5211523771286011,0.051892925053834915,0.9997538328170776,0.6098920702934265,0.6947567462921143,-0.3010718822479248,0.9974382519721985,0.4757838249206543,0.6895439624786377,0.381567120552063,0.9807314872741699,0.6146355271339417,0.8763896822929382,-0.10408224910497665,0.996857225894928,0.4757138788700104,0.6722070574760437,1.1235769987106323,0.9191415905952454,0.619624674320221,0.9000778794288635,-0.09328601509332657,0.8906485438346863,0.4467688202857971,0.6577019095420837,1.2117118835449219,0.8487933278083801,0.5857821702957153,0.9459738731384277,-0.31508517265319824,0.9932913184165955,0.43746158480644226,0.7236075401306152,1.1974656581878662,0.9424927830696106
1,10,Default.mp4,0.47117117047309875,0.24638664722442627,-0.4507582485675812,0.9999372363090515,0.47348836064338684,0.2280772179365158,-0.45724448561668396,0.9999061226844788,0.4796763062477112,0.22356075048446655,-0.45735469460487366,0.999896764755249,0.4859347939491272,0.2194928079843521,-0.4574145972728729,0.9998924136161804,0.45790594816207886,0.2353544980287552,-0.41968750953674316,0.9998887181282043,0.4538239538669586,0.236312597990036,-0.41976094245910645,0.9998473525047302,0.45003560185432434,0.23723085224628448,-0.41985782980918884,0.99983811378479,0.501566469669342,0.20823584496974945,-0.3616182208061218,0.9998263716697693,0.4570918083190918,0.23271715641021729,-0.18222692608833313,0.9997942447662354,0.4961373507976532,0.2505817413330078,-0.40834495425224304,0.9999680519104004,0.4756311774253845,0.25573763251304626,-0.35151034593582153,0.9999286532402039,0.6066772937774658,0.24932967126369476,-0.32823845744132996,0.9999738335609436,0.4536806046962738,0.29436981678009033,-0.06506490707397461,0.9998509883880615,0.5707289576530457,0.21055369079113007,-0.8045464754104614,0.9852831959724426,0.33699023723602295,0.32128578424453735,-0.45321887731552124,0.9485780596733093,0.4907524585723877,0.18917082250118256,-1.2032777070999146,0.9632977247238159,0.27505263686180115,0.30271655321121216,-0.7576939463615417,0.963157594203949,0.4682983458042145,0.1908937394618988,-1.3057857751846313,0.9416057467460632,0.25711703300476074,0.2918446362018585,-0.8367427587509155,0.930452823638916,0.4624040424823761,0.1956779658794403,-1.279710054397583,0.9372388124465942,0.2705659568309784,0.2812510132789612,-0.8510192632675171,0.9310194253921509,0.4685596227645874,0.19589577615261078,-1.2045449018478394,0.9105880856513977,0.2797664701938629,0.28592684864997864,-0.7766859531402588,0.9202360510826111,0.6233700513839722,0.5219455361366272,-0.05685577914118767,0.9999158978462219,0.5196408629417419,0.5236753821372986,0.05675916001200676,0.9997690320014954,0.613905668258667,0.696042001247406,-0.22945019602775574,0.9972640872001648,0.49330830574035645,0.692511796951294,0.31827178597450256,0.9793300032615662,0.6183642745018005,0.8726167678833008,0.08562257140874863,0.996353030204773,0.474109411239624,0.6727397441864014,1.1471906900405884,0.878794252872467,0.6203380823135376,0.8957871794700623,0.11149895191192627,0.8884464502334595,0.4567613899707794,0.6610071063041687,1.2376718521118164,0.8080571889877319,0.5956908464431763,0.9458627104759216,-0.08748682588338852,0.9924443960189819,0.4369768500328064,0.7335464954376221,1.2257015705108643,0.9115332961082458
